Data Year,ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Density,Area,Population,ethnicity,Sunni Arabs,Salafi Arabs,Shia Arabs,Alawites,Ibadi Arabs,South Arabians,Druze,Orthodox Arabs,Catholic Arabs,Protestant Arabs,Maronites,Copts,Kurds,Zazas,Turks,North Caucasian,Circassians,Chechens,Georgians,Lazi,Armenians,Assyrians,Jews,Other Arabs,No religion classification,Others,Foreigners,Others Foreigners,Yazidis,Mandaeans,Ajams/ Iranians,Kyrgyz,Kazakhs,Dagestani,Azeris,Syrians,Afghans,Indians,Pakistanis,Bangladeshis,Sri Lankans,Nepalis,Fillipinos,Southeast Asians,East Asians,Africans,Europeans,Americas/ Pacific,Egypt,Tanzania,Sudan,Bosnians,Albanians,Pomaks,Roma,Greeks,Ossetians,Balochis,Zadjali,Zanzibaris,Al-Luwatiyyah,Kumzaris,Banyans,religion,Largest Religion,Share of Population,Islam
,YE1712,Yemen,Hajjah,Aslam,Shia Arabs,0.6,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,245,83602,,33441,0,50161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1701,Yemen,Hajjah,Bakil Al Mir,Shia Arabs,0.9,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,620,36135,,3613,0,32522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1727,Yemen,Hajjah,Bani Al Awam,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,78,86699,,0,0,86699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1724,Yemen,Hajjah,Bani Qays,Shia Arabs,0.85,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,499,92030,,13804,0,78226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1729,Yemen,Hajjah,Hajjah,Shia Arabs,0.98,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,80,49435,,989,0,48446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1728,Yemen,Hajjah,Hajjah City,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,47,90940,,0,0,90940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1702,Yemen,Hajjah,Harad,Sunni Arabs,0.7,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,958,153945,,107761,0,46184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1705,Yemen,Hajjah,Hayran,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,170,26068,,26068,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1711,Yemen,Hajjah,Khayran Al Muharraq,Shia Arabs,0.65,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,161,115164,,40307,0,74857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1722,Yemen,Hajjah,Ku'aydinah,Sunni Arabs,0.55,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,440,118303,,65067,0,53236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1718,Yemen,Hajjah,Kuhlan Afar,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,133,67129,,0,0,67129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1709,Yemen,Hajjah,Kuhlan Ash Sharaf,Shia Arabs,0.6,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,71,73978,,29591,0,44387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1707,Yemen,Hajjah,Kushar,Shia Arabs,0.65,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,320,123639,,43274,0,80365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1720,Yemen,Hajjah,Mabyan,Shia Arabs,0.97,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,179,85416,,2562,0,82854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1703,Yemen,Hajjah,Midi,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,794,28012,,28012,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1706,Yemen,Hajjah,Mustaba,Sunni Arabs,0.7,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,308,70931,,49652,0,21279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1726,Yemen,Hajjah,Najrah,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,38,59700,,0,0,59700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1713,Yemen,Hajjah,Qafl Shammar,Shia Arabs,0.6,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,87,85068,,34027,0,51041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1731,Yemen,Hajjah,Qarah,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,193,51777,,0,0,51777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1719,Yemen,Hajjah,Sharas,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,74,26192,,0,0,26192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1723,Yemen,Hajjah,Wadrah,Shia Arabs,0.8,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,24,18092,,3618,0,14474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1730,Yemen,Hajjah,Washhah,Shia Arabs,0.7,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,202,102893,,30868,0,72025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1119,Yemen,Ibb,Adh Dhihar,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,38,231571,,231571,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1107,Yemen,Ibb,Al Makhadir,Sunni Arabs,0.97,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,211,168662,,163602,0,5060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1118,Yemen,Ibb,Al Mashannah,Sunni Arabs,0.9,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,24,152317,,137085,0,15232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1111,Yemen,Ibb,Al Odayn,Sunni Arabs,0.995,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,359,212572,,211509,0,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1101,Yemen,Ibb,Al Qafr,Sunni Arabs,0.6,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,662,154822,,92893,0,61929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1104,Yemen,Ibb,An Nadirah,Sunni Arabs,0.98,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,303,110134,,107931,0,2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1103,Yemen,Ibb,Ar Radmah,Shia Arabs,0.99,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,298,113578,,1136,0,112442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1114,Yemen,Ibb,As Sabrah,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,322,103719,,103719,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1106,Yemen,Ibb,As Saddah,Sunni Arabs,0.65,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,258,121870,,79215,0,42655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1115,Yemen,Ibb,As Saiyani,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,243,164818,,164818,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1105,Yemen,Ibb,Ash Sha'ir,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,133,59199,,59199,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1113,Yemen,Ibb,Ba'dan,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,249,170779,,170779,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1116,Yemen,Ibb,Dhi As Sufal,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,191,244726,,244726,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1110,Yemen,Ibb,Far' Al Odayn,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,364,132703,,132703,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1109,Yemen,Ibb,Hazm Al Odayn,Sunni Arabs,0.75,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,501,117594,,88195,0,29399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1108,Yemen,Ibb,Hobeish,Sunni Arabs,0.99,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,226,155263,,153710,0,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1120,Yemen,Ibb,Ibb,Sunni Arabs,0.98,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,182,211118,,206896,0,4222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1112,Yemen,Ibb,Jiblah,Shia Arabs,0.55,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,122,167887,,75549,0,92338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1117,Yemen,Ibb,Mudhaykhirah,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,118,114598,,114598,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE1102,Yemen,Ibb,Yarim,Shia Arabs,0.8,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,557,262070,,52414,0,209656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2501,Yemen,Lahj,Al Had,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,309,80431,,80431,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2514,Yemen,Lahj,Al Hawtah,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,8,41392,,41392,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2513,Yemen,Lahj,Al Madaribah Wa Al Aarah,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,3466,70166,,70166,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2503,Yemen,Lahj,Al Maflahi,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,112,58495,,58495,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2508,Yemen,Lahj,Al Malah,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,1026,42872,,42872,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2512,Yemen,Lahj,Al Maqatirah,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,414,81737,,81737,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2509,Yemen,Lahj,Al Musaymir,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,559,40994,,40994,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2510,Yemen,Lahj,Al Qubaytah,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,1039,144439,,144439,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2505,Yemen,Lahj,Habil Jabr,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,528,64021,,64021,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2506,Yemen,Lahj,Halmin,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,306,42742,,42742,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2507,Yemen,Lahj,Radfan,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,609,66457,,66457,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2515,Yemen,Lahj,Tuban,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,1626,133086,,133086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2511,Yemen,Lahj,Tur Al Bahah,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,1834,73444,,73444,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2502,Yemen,Lahj,Yafi',Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,241,113618,,113618,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2504,Yemen,Lahj,Yahr,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,224,57107,,57107,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2611,Yemen,Ma'rib,Al Abdiyah,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,592,20494,,20494,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2607,Yemen,Ma'rib,Al Jubah,Sunni Arabs,0.9,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,1179,33062,,29756,0,3306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2605,Yemen,Ma'rib,Bidbadah,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,187,29457,,0,0,29457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2609,Yemen,Ma'rib,Harib,Sunni Arabs,0.65,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,808,53243,,34608,0,18635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2604,Yemen,Ma'rib,Harib Al Qaramish,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,162,13160,,0,0,13160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2614,Yemen,Ma'rib,Jabal Murad,Sunni Arabs,1,Sunni Arabs,.,.,.,.,.,.,.,.,.,,143,16257,,16257,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2603,Yemen,Ma'rib,Madghal Al Jid'an,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,534,16332,,0,0,16332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2610,Yemen,Ma'rib,Mahliyah,Sunni Arabs,0.85,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,598,14436,,12271,0,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2601,Yemen,Ma'rib,Majzar,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,1320,16512,,0,0,16512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2613,Yemen,Ma'rib,Ma'rib,Shia Arabs,0.9,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,9070,62420,,6242,0,56178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2612,Yemen,Ma'rib,Ma'rib City,Shia Arabs,0.97,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,164,59968,,1799,0,58169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2602,Yemen,Ma'rib,Raghwan,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,479,6673,,0,0,6673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2608,Yemen,Ma'rib,Rahabah,Shia Arabs,0.7,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,721,11791,,3537,0,8254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2606,Yemen,Ma'rib,Sirwah,Shia Arabs,0.98,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,1315,30427,,609,0,29818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE3103,Yemen,Raymah,Al Jabin,Sunni Arabs,0.55,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,337,136743,,75209,0,61534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE3106,Yemen,Raymah,Al Ja'fariyyah,Sunni Arabs,0.7,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,285,107319,,75123,0,32196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE3102,Yemen,Raymah,As Salafiyyah,Shia Arabs,0.6,Shia Arabs,Sunni Arabs,.,.,.,.,.,.,.,.,,379,120216,,48086,0,72130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE3101,Yemen,Raymah,Bilad Atta'am,Sunni Arabs,0.65,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,404,52041,,33827,0,18214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE3105,Yemen,Raymah,Kusmah,Sunni Arabs,0.54,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,216,116518,,62920,0,53598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE3104,Yemen,Raymah,Mazhar,Sunni Arabs,0.52,Sunni Arabs,Shia Arabs,.,.,.,.,.,.,.,.,,268,124163,,64565,0,59598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2207,Yemen,Sa'dah,Adh Dhahir,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,208,40283,,0,0,40283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2213,Yemen,Sa'dah,Al Hashwah,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,404,26754,,0,0,26754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2212,Yemen,Sa'dah,As Safra,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,1527,93949,,0,0,93949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2201,Yemen,Sa'dah,Baqim,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,866,42827,,0,0,42827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2204,Yemen,Sa'dah,Ghamr,Shia Arabs,0.96,Shia Arabs,Salafi Arabs,.,.,.,.,.,.,.,.,,135,36762,,0,1470,35292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2208,Yemen,Sa'dah,Haydan,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,450,112555,,0,0,112555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2214,Yemen,Sa'dah,Kitaf wa Al Boqa',Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,5388,80292,,0,0,80292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2210,Yemen,Sa'dah,Majz,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,1093,127537,,0,0,127537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2203,Yemen,Sa'dah,Monabbih,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,441,97129,,0,0,97129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2202,Yemen,Sa'dah,Qatabir,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,202,43153,,0,0,43153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2205,Yemen,Sa'dah,Razih,Shia Arabs,0.65,Shia Arabs,Salafi Arabs,.,.,.,.,.,.,.,.,,220,117017,,0,40956,76061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2215,Yemen,Sa'dah,Sa'dah,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,46,106274,,0,0,106274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2211,Yemen,Sa'dah,Sahar,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,926,247601,,0,0,247601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2209,Yemen,Sa'dah,Saqin,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,643,97993,,0,0,97993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2206,Yemen,Sa'dah,Shada'a,Shia Arabs,0.97,Shia Arabs,Sunni Arabs,Sunni Arabs,.,.,.,.,.,.,.,,74,19876,,596,596,18684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YE2308,Yemen,Sana'a,Al Haymah Ad Dakhiliyah,Shia Arabs,1,Shia Arabs,.,.,.,.,.,.,.,.,.,,469,113035,,0,0,113035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
